100048,C,Sum,,,,100,,,,,,,,100060,,,,,,,,,,,,,,,,,,,,
100051,D,Sum,,,,100,,,,,,,,100041,,,,,,,,,,,,,,,,,,,,
100052,D,Sum,,,,100,,,,,,,,100055,,,,,,,,,,,,,,,,,,,,
100053,D,Sum,,,,100,,,,,,,,100056,,,,,,,,,,,,,,,,,,,,
100056,D,Sum,,,,100,,,,,,,,100059,,,,,,,,,,,,,,,,,,,,
100057,D,Sum,,,,100,,,,,,,,100060,,,,,,,,,,,,,,,,,,,,
100065,C,Sum,,,,100,,,,,,,,100026,,,,,,,,,,,,,,,,,,,,
100070,C,Sum,,,,100,,,,,,,,100061,,,,,,,,,,,,,,,,,,,,
100071,C,Sum,,,,100,,,,,,,,100062,,,,,,,,,,,,,,,,,,,,
100072,C,Sum,,,,100,,,,,,,,100002,,,,,,,,,,,,,,,,,,,,
100073,C,Sum,,,,100,,,,,,,,100003,,,,,,,,,,,,,,,,,,,,
100074,C,Sum,,,,100,,,,,,,,100005,,,,,,,,,,,,,,,,,,,,
100075,C,Sum,,,,100,,,,,,,,100004,,,,,,,,,,,,,,,,,,,,
100076,C,Sum,,,,100,,,,,,,,100006,,,,,,,,,,,,,,,,,,,,
100077,C,Sum,,,,100,,,,,,,,100007,,,,,,,,,,,,,,,,,,,,
100078,C,Sum,,,,100,,,,,,,,100009,,,,,,,,,,,,,,,,,,,,
100079,C,Sum,,,,100,,,,,,,,100008,,,,,,,,,,,,,,,,,,,,
100081,D,Sum,,,,100,,,,,,,,100013,,,,,,,,,,,,,,,,,,,,
100082,D,Sum,,,,100,,,,,,,,100014,,,,,,,,,,,,,,,,,,,,
100083,D,Sum,,,,100,,,,,,,,100015,,,,,,,,,,,,,,,,,,,,
100084,D,Sum,,,,100,,,,,,,,100016,,,,,,,,,,,,,,,,,,,,
100087,D,Sum,,,,100,,,,,,,,100026,,,,,,,,,,,,,,,,,,,,
100092,D,Sum,,,,100,,,,,,,,100061,,,,,,,,,,,,,,,,,,,,
100093,D,Sum,,,,100,,,,,,,,100062,,,,,,,,,,,,,,,,,,,,
100094,D,Sum,,,,100,,,,,,,,100002,,,,,,,,,,,,,,,,,,,,
100095,D,Sum,,,,100,,,,,,,,100003,,,,,,,,,,,,,,,,,,,,
100096,D,Sum,,,,100,,,,,,,,100005,,,,,,,,,,,,,,,,,,,,
100097,D,Sum,,,,100,,,,,,,,100004,,,,,,,,,,,,,,,,,,,,
100098,D,Sum,,,,100,,,,,,,,100006,,,,,,,,,,,,,,,,,,,,
100099,D,Sum,,,,100,,,,,,,,100007,,,,,,,,,,,,,,,,,,,,
100100,D,Sum,,,,100,,,,,,,,100009,,,,,,,,,,,,,,,,,,,,
100101,D,Sum,,,,100,,,,,,,,100008,,,,,,,,,,,,,,,,,,,,
100102,V,Sum,,,,100,,,,,,,,100000,,,,,,,,,,,,,,,,,,,,
100103,V,Sum,,,,100,,,,,,,,100013,,,,,,,,,,,,,,,,,,,,
100104,V,Sum,,,,100,,,,,,,,100014,,,,,,,,,,,,,,,,,,,,
100105,V,Sum,,,,100,,,,,,,,100015,,,,,,,,,,,,,,,,,,,,
100106,V,Sum,,,,100,,,,,,,,100016,,,,,,,,,,,,,,,,,,,,
100107,V,Sum,,,,100,,,,,,,,100053,,,,,,,,,,,,,,,,,,,,
100108,V,Sum,,,,100,,,,,,,,100054,,,,,,,,,,,,,,,,,,,,
100109,V,Sum,,,,100,,,,,,,,100026,,,,,,,,,,,,,,,,,,,,
100110,V,Sum,,,,100,,,,,,,,100052,,,,,,,,,,,,,,,,,,,,
100111,V,Sum,,,,100,,,,,,,,100001,,,,,,,,,,,,,,,,,,,,
100112,V,Sum,,,,100,,,,,,,,100057,,,,,,,,,,,,,,,,,,,,
100113,V,Sum,,,,100,,,,,,,,100058,,,,,,,,,,,,,,,,,,,,
100114,V,Sum,,,,100,,,,,,,,100061,,,,,,,,,,,,,,,,,,,,
100115,V,Sum,,,,100,,,,,,,,100062,,,,,,,,,,,,,,,,,,,,
100116,V,Sum,,,,100,,,,,,,,100002,,,,,,,,,,,,,,,,,,,,
100117,V,Sum,,,,100,,,,,,,,100003,,,,,,,,,,,,,,,,,,,,
100118,V,Sum,,,,100,,,,,,,,100005,,,,,,,,,,,,,,,,,,,,
100119,V,Sum,,,,100,,,,,,,,100004,,,,,,,,,,,,,,,,,,,,
100120,V,Sum,,,,100,,,,,,,,100006,,,,,,,,,,,,,,,,,,,,
100121,V,Sum,,,,100,,,,,,,,100007,,,,,,,,,,,,,,,,,,,,
100122,V,Sum,,,,100,,,,,,,,100009,,,,,,,,,,,,,,,,,,,,
100123,V,Sum,,,,100,,,,,,,,100008,,,,,,,,,,,,,,,,,,,,
100179,C,Sum,,,,100,,,,,,,,100045,,,,,,,,,,,,,,,,,,,,
100181,B,Sum,,,,100,,,,,,,,100000,,,,,,,,,,,,,,,,,,,,
100182,B,Sum,,,,100,,,,,,,,100045,,,,,,,,,,,,,,,,,,,,
100183,B,Sum,,,,100,,,,,,,,100052,,,,,,,,,,,,,,,,,,,,
100199,C,Sum,,,,100,,,,,,,,100050,,,,,,,,,,,,,,,,,,,,
100202,V,Sum,,,,100,,,,,,,,100050,,,,,,,,,,,,,,,,,,,,
100206,C,Sum,,,,100,,,,,,,,100051,,,,,,,,,,,,,,,,,,,,
100210,V,Sum,,,,100,,,,,,,,100051,,,,,,,,,,,,,,,,,,,,
100212,C,Sum,,,,100,,,,,,,,100042,,,,,,,,,,,,,,,,,,,,
100213,C,Sum,,,,100,,,,,,,,100044,,,,,,,,,,,,,,,,,,,,
100215,B,Sum,,,,100,,,,,,,,100042,,,,,,,,,,,,,,,,,,,,
100216,B,Sum,,,,100,,,,,,,,100044,,,,,,,,,,,,,,,,,,,,
100222,C,Sum,,,,100,,,,,,,,100035,,,,,,,,,,,,,,,,,,,,
100223,C,Sum,,,,100,,,,,,,,100038,,,,,,,,,,,,,,,,,,,,
100240,C,Sum,,,,100,,,,,,,,100063,,,,,,,,,,,,,,,,,,,,
100241,C,Sum,,,,100,,,,,,,,100064,,,,,,,,,,,,,,,,,,,,
100242,C,Sum,,,,100,,,,,,,,100065,,,,,,,,,,,,,,,,,,,,
100243,C,Sum,,,,100,,,,,,,,100066,,,,,,,,,,,,,,,,,,,,
100244,C,Sum,,,,100,,,,,,,,100067,,,,,,,,,,,,,,,,,,,,
100245,C,Sum,,,,100,,,,,,,,100068,,,,,,,,,,,,,,,,,,,,
100246,C,Sum,,,,100,,,,,,,,100069,,,,,,,,,,,,,,,,,,,,
100247,C,Sum,,,,100,,,,,,,,100070,,,,,,,,,,,,,,,,,,,,
100248,C,Sum,,,,100,,,,,,,,100071,,,,,,,,,,,,,,,,,,,,
100251,C,Sum,,,,100,,,,,,,,100047,,,,,,,,,,,,,,,,,,,,
100252,C,Sum,,,,100,,,,,,,,100046,,,,,,,,,,,,,,,,,,,,
100253,C,Sum,,,,100,,,,,,,,100049,,,,,,,,,,,,,,,,,,,,
100254,C,Sum,,,,100,,,,,,,,100048,,,,,,,,,,,,,,,,,,,,
100257,B,Sum,,,,100,,,,,,,,100047,,,,,,,,,,,,,,,,,,,,
100258,B,Sum,,,,100,,,,,,,,100046,,,,,,,,,,,,,,,,,,,,
100259,B,Sum,,,,100,,,,,,,,100049,,,,,,,,,,,,,,,,,,,,
100260,B,Sum,,,,100,,,,,,,,100048,,,,,,,,,,,,,,,,,,,,
100264,C,Sum,,,,100,,,,,,,,100043,,,,,,,,,,,,,,,,,,,,
100271,B,Sum,,,,100,,,,,,,,100040,,,,,,,,,,,,,,,,,,,,
100272,B,Sum,,,,100,,,,,,,,100043,,,,,,,,,,,,,,,,,,,,
100274,B,Sum,,,,100,,,,,,,,100041,,,,,,,,,,,,,,,,,,,,
100323,D,Sum,,,,100,,,,,,,,100050,,,,,,,,,,,,,,,,,,,,
100325,D,Sum,,,,100,,,,,,,,100043,,,,,,,,,,,,,,,,,,,,
100327,D,Sum,,,,100,,,,,,,,100045,,,,,,,,,,,,,,,,,,,,
100328,D,Sum,,,,100,,,,,,,,100035,,,,,,,,,,,,,,,,,,,,
100333,D,Sum,,,,100,,,,,,,,100020,,,,,,,,,,,,,,,,,,,,
100334,D,Sum,,,,100,,,,,,,,100023,,,,,,,,,,,,,,,,,,,,
100335,D,Sum,,,,100,,,,,,,,100019,,,,,,,,,,,,,,,,,,,,
100336,D,Sum,,,,100,,,,,,,,100018,,,,,,,,,,,,,,,,,,,,
100337,D,Sum,,,,100,,,,,,,,100024,,,,,,,,,,,,,,,,,,,,
100339,D,Sum,,,,100,,,,,,,,100022,,,,,,,,,,,,,,,,,,,,
100340,D,Sum,,,,100,,,,,,,,100025,,,,,,,,,,,,,,,,,,,,
100341,D,Sum,,,,100,,,,,,,,100021,,,,,,,,,,,,,,,,,,,,
100342,D,Sum,,,,100,,,,,,,,100017,,,,,,,,,,,,,,,,,,,,
100352,B,Sum,,,,100,,,,,,,,100050,,,,,,,,,,,,,,,,,,,,
100357,B,Sum,,,,100,,,,,,,,100035,,,,,,,,,,,,,,,,,,,,
100358,B,Sum,,,,100,,,,,,,,100013,,,,,,,,,,,,,,,,,,,,
100359,B,Sum,,,,100,,,,,,,,100014,,,,,,,,,,,,,,,,,,,,
100360,B,Sum,,,,100,,,,,,,,100015,,,,,,,,,,,,,,,,,,,,
100361,B,Sum,,,,100,,,,,,,,100016,,,,,,,,,,,,,,,,,,,,
100362,B,Sum,,,,100,,,,,,,,100020,,,,,,,,,,,,,,,,,,,,
100363,B,Sum,,,,100,,,,,,,,100023,,,,,,,,,,,,,,,,,,,,
100364,B,Sum,,,,100,,,,,,,,100019,,,,,,,,,,,,,,,,,,,,
100365,B,Sum,,,,100,,,,,,,,100018,,,,,,,,,,,,,,,,,,,,
100366,B,Sum,,,,100,,,,,,,,100024,,,,,,,,,,,,,,,,,,,,
100367,B,Sum,,,,100,,,,,,,,100055,,,,,,,,,,,,,,,,,,,,
100368,B,Sum,,,,100,,,,,,,,100022,,,,,,,,,,,,,,,,,,,,
100369,B,Sum,,,,100,,,,,,,,100025,,,,,,,,,,,,,,,,,,,,
100370,B,Sum,,,,100,,,,,,,,100021,,,,,,,,,,,,,,,,,,,,
100371,B,Sum,,,,100,,,,,,,,100017,,,,,,,,,,,,,,,,,,,,
100373,B,Sum,,,,100,,,,,,,,100001,,,,,,,,,,,,,,,,,,,,
100374,B,Sum,,,,100,,,,,,,,100059,,,,,,,,,,,,,,,,,,,,
100375,B,Sum,,,,100,,,,,,,,100060,,,,,,,,,,,,,,,,,,,,
100376,B,Sum,,,,100,,,,,,,,100002,,,,,,,,,,,,,,,,,,,,
100377,B,Sum,,,,100,,,,,,,,100003,,,,,,,,,,,,,,,,,,,,
100378,B,Sum,,,,100,,,,,,,,100005,,,,,,,,,,,,,,,,,,,,
100379,B,Sum,,,,100,,,,,,,,100004,,,,,,,,,,,,,,,,,,,,
100382,V,Sum,,,,100,,,,,,,,100040,,,,,,,,,,,,,,,,,,,,
100383,V,Sum,,,,100,,,,,,,,100043,,,,,,,,,,,,,,,,,,,,
100384,V,Sum,,,,100,,,,,,,,100041,,,,,,,,,,,,,,,,,,,,
100385,V,Sum,,,,100,,,,,,,,100045,,,,,,,,,,,,,,,,,,,,
100386,V,Sum,,,,100,,,,,,,,100035,,,,,,,,,,,,,,,,,,,,
100391,V,Sum,,,,100,,,,,,,,100020,,,,,,,,,,,,,,,,,,,,
100392,V,Sum,,,,100,,,,,,,,100023,,,,,,,,,,,,,,,,,,,,
100393,V,Sum,,,,100,,,,,,,,100019,,,,,,,,,,,,,,,,,,,,
100394,V,Sum,,,,100,,,,,,,,100018,,,,,,,,,,,,,,,,,,,,
100395,V,Sum,,,,100,,,,,,,,100024,,,,,,,,,,,,,,,,,,,,
100396,V,Sum,,,,100,,,,,,,,100055,,,,,,,,,,,,,,,,,,,,
100397,V,Sum,,,,100,,,,,,,,100022,,,,,,,,,,,,,,,,,,,,
100398,V,Sum,,,,100,,,,,,,,100025,,,,,,,,,,,,,,,,,,,,
100399,V,Sum,,,,100,,,,,,,,100021,,,,,,,,,,,,,,,,,,,,
100400,V,Sum,,,,100,,,,,,,,100017,,,,,,,,,,,,,,,,,,,,
100403,V,Sum,,,,100,,,,,,,,100059,,,,,,,,,,,,,,,,,,,,
100404,V,Sum,,,,100,,,,,,,,100060,,,,,,,,,,,,,,,,,,,,
100417,C,Sum,,,,100,,,,,,,,100030,,,,,,,,,,,,,,,,,,,,
100418,C,Sum,,,,100,,,,,,,,100031,,,,,,,,,,,,,,,,,,,,
100419,C,Sum,,,,100,,,,,,,,100029,,,,,,,,,,,,,,,,,,,,
100422,V,Sum,,,,100,,,,,,,,100030,,,,,,,,,,,,,,,,,,,,
100423,V,Sum,,,,100,,,,,,,,100031,,,,,,,,,,,,,,,,,,,,
100424,V,Sum,,,,100,,,,,,,,100029,,,,,,,,,,,,,,,,,,,,
100425,C,Sum,,,,100,,,,,,,,100072,,,,,,,,,,,,,,,,,,,
100426,C,Sum,,,,100,,,,,,,,100073,,,,,,,,,,,,,,,,,,,
100427,C,Sum,,,,100,,,,,,,,100075,,,,,,,,,,,,,,,,,,,
100428,C,Sum,,,,100,,,,,,,,100074,,,,,,,,,,,,,,,,,,,
100429,D,Sum,,,,100,,,,,,,,100072,,,,,,,,,,,,,,,,,,,
100430,D,Sum,,,,100,,,,,,,,100073,,,,,,,,,,,,,,,,,,,
100431,D,Sum,,,,100,,,,,,,,100075,,,,,,,,,,,,,,,,,,,
100432,D,Sum,,,,100,,,,,,,,100074,,,,,,,,,,,,,,,,,,,
100433,V,Sum,,,,100,,,,,,,,100072,,,,,,,,,,,,,,,,,,,
100434,V,Sum,,,,100,,,,,,,,100073,,,,,,,,,,,,,,,,,,,
100435,V,Sum,,,,100,,,,,,,,100075,,,,,,,,,,,,,,,,,,,
100436,V,Sum,,,,100,,,,,,,,100074,,,,,,,,,,,,,,,,,,,
100437,B,Sum,,,,100,,,,,,,,100072,,,,,,,,,,,,,,,,,,,
100438,B,Sum,,,,100,,,,,,,,100073,,,,,,,,,,,,,,,,,,,
100439,B,Sum,,,,100,,,,,,,,100075,,,,,,,,,,,,,,,,,,,
100440,B,Sum,,,,100,,,,,,,,100074,,,,,,,,,,,,,,,,,,,
100441,C,Sum,,,,100,,,,,,,,100076,,,,,,,,,,,,,,,,,,,
100442,B,Sum,,,,100,,,,,,,,100076,,,,,,,,,,,,,,,,,,,
100443,D,Sum,,,,100,,,,,,,,100076,,,,,,,,,,,,,,,,,,,
100444,V,Sum,,,,100,,,,,,,,100076,,,,,,,,,,,,,,,,,,,
100445,C,Sum,,,,100,,,,,,,,100077,,,,,,,,,,,,,,,,,,,
100446,B,Sum,,,,100,,,,,,,,100077,,,,,,,,,,,,,,,,,,,
100447,D,Sum,,,,100,,,,,,,,100077,,,,,,,,,,,,,,,,,,,
100448,V,Sum,,,,100,,,,,,,,100077,,,,,,,,,,,,,,,,,,,
100449,C,Sum,,,,100,,,,,,,,100078,,,,,,,,,,,,,,,,,,,
100450,B,Sum,,,,100,,,,,,,,100078,,,,,,,,,,,,,,,,,,,
100451,D,Sum,,,,100,,,,,,,,100078,,,,,,,,,,,,,,,,,,,
100452,V,Sum,,,,100,,,,,,,,100078,,,,,,,,,,,,,,,,,,,
100453,C,Sum,,,,100,,,,,,,,100079,,,,,,,,,,,,,,,,,,,
100454,B,Sum,,,,100,,,,,,,,100079,,,,,,,,,,,,,,,,,,,
100455,D,Sum,,,,100,,,,,,,,100079,,,,,,,,,,,,,,,,,,,
100456,V,Sum,,,,100,,,,,,,,100079,,,,,,,,,,,,,,,,,,,
100457,C,Sum,,,,100,,,,,,,,100080,,,,,,,,,,,,,,,,,,,
100458,B,Sum,,,,100,,,,,,,,100080,,,,,,,,,,,,,,,,,,,
100459,D,Sum,,,,100,,,,,,,,100080,,,,,,,,,,,,,,,,,,,
100460,V,Sum,,,,100,,,,,,,,100080,,,,,,,,,,,,,,,,,,,
100461,C,Sum,,,,100,,,,,,,,100081,,,,,,,,,,,,,,,,,,,
100462,B,Sum,,,,100,,,,,,,,100081,,,,,,,,,,,,,,,,,,,
100463,D,Sum,,,,100,,,,,,,,100081,,,,,,,,,,,,,,,,,,,
100464,V,Sum,,,,100,,,,,,,,100081,,,,,,,,,,,,,,,,,,,
100465,C,Sum,,,,100,,,,,,,,100082,,,,,,,,,,,,,,,,,,,
100466,B,Sum,,,,100,,,,,,,,100082,,,,,,,,,,,,,,,,,,,
100467,D,Sum,,,,100,,,,,,,,100082,,,,,,,,,,,,,,,,,,,
100468,V,Sum,,,,100,,,,,,,,100082,,,,,,,,,,,,,,,,,,,
100469,C,Sum,,,,100,,,,,,,,100083,,,,,,,,,,,,,,,,,,,
100470,B,Sum,,,,100,,,,,,,,100083,,,,,,,,,,,,,,,,,,,
100471,D,Sum,,,,100,,,,,,,,100083,,,,,,,,,,,,,,,,,,,
100472,V,Sum,,,,100,,,,,,,,100083,,,,,,,,,,,,,,,,,,,
100473,C,Sum,,,,100,,,,,,,,100084,,,,,,,,,,,,,,,,,,,
100474,B,Sum,,,,100,,,,,,,,100084,,,,,,,,,,,,,,,,,,,
100475,D,Sum,,,,100,,,,,,,,100084,,,,,,,,,,,,,,,,,,,
100476,V,Sum,,,,100,,,,,,,,100084,,,,,,,,,,,,,,,,,,,
100500,B,Sum,,,,100,,,,,,,,100100,,,,,,,,,,,,,,,,,,,
100501,V,Sum,,,,100,,,,,,,,100102,,,,,,,,,,,,,,,,,,,
100502,V,Sum,,,,100,,,,,,,,100101,,,,,,,,,,,,,,,,,,,
100503,B,Sum,,,,100,,,,,,,,100101,,,,,,,,,,,,,,,,,,,
100504,C,Sum,,,,100,,,,,,,,100101,,,,,,,,,,,,,,,,,,,
100505,B,Sum,,,,100,,,,,,,,100102,,,,,,,,,,,,,,,,,,,
100506,C,Sum,,,,100,,,,,,,,100102,,,,,,,,,,,,,,,,,,,
100507,C,Sum,,,,100,,,,,,,,100105,,,,,,,,,,,,,,,,,,,
100508,V,Sum,,,,100,,,,,,,,100105,,,,,,,,,,,,,,,,,,,
100509,C,Sum,,,,100,,,,,,,,100103,,,,,,,,,,,,,,,,,,,
100510,D,Sum,,,,100,,,,,,,,100103,,,,,,,,,,,,,,,,,,,
100511,V,Sum,,,,100,,,,,,,,100103,,,,,,,,,,,,,,,,,,,
100512,B,Sum,,,,100,,,,,,,,100110,,,,,,,,,,,,,,,,,,,
100513,C,Sum,,,,100,,,,,,,,100110,,,,,,,,,,,,,,,,,,,
100514,V,Sum,,,,100,,,,,,,,100110,,,,,,,,,,,,,,,,,,,
100515,D,Sum,,,,100,,,,,,,,100110,,,,,,,,,,,,,,,,,,,
100516,B,Sum,,,,100,,,,,,,,100110,,,,,,,,,,,,,,,,,,,
100517,C,Sum,,,,100,,,,,,,,100110,,,,,,,,,,,,,,,,,,,
100518,V,Sum,,,,100,,,,,,,,100110,,,,,,,,,,,,,,,,,,,
100519,D,Sum,,,,100,,,,,,,,100110,,,,,,,,,,,,,,,,,,,
100520,D,Sum,,,,100,,,,,,,,100104,,,,,,,,,,,,,,,,,,,
100521,V,Sum,,,,100,,,,,,,,100104,,,,,,,,,,,,,,,,,,,
100527,C,Sum,,,,100,,,,,,,,100106,,,,,,,,,,,,,,,,,,,
100528,V,Sum,,,,100,,,,,,,,100106,,,,,,,,,,,,,,,,,,,
100529,C,Sum,,,,100,,,,,,,,100104,,,,,,,,,,,,,,,,,,,
100530,C,Sum,,,,100,,,,,,,,100107,,,,,,,,,,,,,,,,,,,
100531,C,Sum,,,,100,,,,,,,,100033,,,,,,,,,,,,,,,,,,,
100532,C,Sum,,,,100,,,,,,,,100036,,,,,,,,,,,,,,,,,,,
100533,C,Sum,,,,100,,,,,,,,100032,,,,,,,,,,,,,,,,,,,
100534,B,Sum,,,,100,,,,,,,,100142,,,,,,,,,,,,,,,,,,,
100535,B,Sum,,,,100,,,,,,,,100143,,,,,,,,,,,,,,,,,,,
100550,C,Sum,,,,100,,,,,,,,100129,,,,,,,,,,,,,,,,,,,
100551,C,Sum,,,,100,,,,,,,,100130,,,,,,,,,,,,,,,,,,,
100552,V,Sum,,,,100,,,,,,,,100130,,,,,,,,,,,,,,,,,,,
100553,C,Sum,,,,100,,,,,,,,100137,,,,,,,,,,,,,,,,,,,
100554,B,Sum,,,,100,,,,,,,,100128,,,,,,,,,,,,,,,,,,,
100555,C,Sum,,,,100,,,,,,,,100128,,,,,,,,,,,,,,,,,,,
100556,B,Sum,,,,100,,,,,,,,100154,,,,,,,,,,,,,,,,,,,
100557,C,Sum,,,,100,,,,,,,,100154,,,,,,,,,,,,,,,,,,,
100558,C,Sum,,,,100,,,,,,,,100138,,,,,,,,,,,,,,,,,,,
100559,B,Sum,,,,100,,,,,,,,100127,,,,,,,,,,,,,,,,,,,
100560,C,Sum,,,,100,,,,,,,,100127,,,,,,,,,,,,,,,,,,,
100561,B,Sum,,,,100,,,,,,,,100155,,,,,,,,,,,,,,,,,,,
100562,C,Sum,,,,100,,,,,,,,100155,,,,,,,,,,,,,,,,,,,
100563,C,Sum,,,,100,,,,,,,,100139,,,,,,,,,,,,,,,,,,,
100564,B,Sum,,,,100,,,,,,,,100126,,,,,,,,,,,,,,,,,,,
100565,C,Sum,,,,100,,,,,,,,100126,,,,,,,,,,,,,,,,,,,
100566,B,Sum,,,,100,,,,,,,,100156,,,,,,,,,,,,,,,,,,,
100567,C,Sum,,,,100,,,,,,,,100156,,,,,,,,,,,,,,,,,,,
100568,C,Sum,,,,100,,,,,,,,100141,,,,,,,,,,,,,,,,,,,
100569,C,Sum,,,,100,,,,,,,,100142,,,,,,,,,,,,,,,,,,,
100570,B,Sum,,,,100,,,,,,,,100157,,,,,,,,,,,,,,,,,,,
100571,C,Sum,,,,100,,,,,,,,100157,,,,,,,,,,,,,,,,,,,
100572,C,Sum,,,,100,,,,,,,,100140,,,,,,,,,,,,,,,,,,,
100573,C,Sum,,,,100,,,,,,,,100143,,,,,,,,,,,,,,,,,,,
100574,B,Sum,,,,100,,,,,,,,100158,,,,,,,,,,,,,,,,,,,
100575,C,Sum,,,,100,,,,,,,,100158,,,,,,,,,,,,,,,,,,,
100576,B,Sum,,,,100,,,,,,,,100033,,,,,,,,,,,,,,,,,,,
100577,C,Sum,,,,100,,,,,,,,100133,,,,,,,,,,,,,,,,,,,
100578,C,Sum,,,,100,,,,,,,,100134,,,,,,,,,,,,,,,,,,,
100579,B,Sum,,,,100,,,,,,,,100036,,,,,,,,,,,,,,,,,,,
100580,C,Sum,,,,100,,,,,,,,100135,,,,,,,,,,,,,,,,,,,
100581,C,Sum,,,,100,,,,,,,,100136,,,,,,,,,,,,,,,,,,,
100582,C,Sum,,,,100,,,,,,,,100131,,,,,,,,,,,,,,,,,,,
100583,D,Sum,,,,100,,,,,,,,100131,,,,,,,,,,,,,,,,,,,
100584,C,Sum,,,,100,,,,,,,,100132,,,,,,,,,,,,,,,,,,,
100585,D,Sum,,,,100,,,,,,,,100132,,,,,,,,,,,,,,,,,,,
100586,B,Sum,,,,100,,,,,,,,100038,,,,,,,,,,,,,,,,,,,
100631,C,Sum,,,,100,,,,,,,,100033,,,,,,,,,,,,,,,,,,,
100632,C,Sum,,,,100,,,,,,,,100036,,,,,,,,,,,,,,,,,,,
100633,C,Sum,,,,100,,,,,,,,100032,,,,,,,,,,,,,,,,,,,
100634,B,Sum,,,,100,,,,,,,,100142,,,,,,,,,,,,,,,,,,,
100635,B,Sum,,,,100,,,,,,,,100143,,,,,,,,,,,,,,,,,,,
100650,C,Sum,,,,100,,,,,,,,100129,,,,,,,,,,,,,,,,,,,
100651,C,Sum,,,,100,,,,,,,,100130,,,,,,,,,,,,,,,,,,,
100652,V,Sum,,,,100,,,,,,,,100130,,,,,,,,,,,,,,,,,,,
100653,C,Sum,,,,100,,,,,,,,100137,,,,,,,,,,,,,,,,,,,
100654,B,Sum,,,,100,,,,,,,,100128,,,,,,,,,,,,,,,,,,,
100655,C,Sum,,,,100,,,,,,,,100128,,,,,,,,,,,,,,,,,,,
100656,B,Sum,,,,100,,,,,,,,100154,,,,,,,,,,,,,,,,,,,
100657,C,Sum,,,,100,,,,,,,,100154,,,,,,,,,,,,,,,,,,,
100658,C,Sum,,,,100,,,,,,,,100138,,,,,,,,,,,,,,,,,,,
100659,B,Sum,,,,100,,,,,,,,100127,,,,,,,,,,,,,,,,,,,
100660,C,Sum,,,,100,,,,,,,,100127,,,,,,,,,,,,,,,,,,,
100661,B,Sum,,,,100,,,,,,,,100155,,,,,,,,,,,,,,,,,,,
100662,C,Sum,,,,100,,,,,,,,100155,,,,,,,,,,,,,,,,,,,
100663,C,Sum,,,,100,,,,,,,,100139,,,,,,,,,,,,,,,,,,,
100664,B,Sum,,,,100,,,,,,,,100126,,,,,,,,,,,,,,,,,,,
